state,declaration_type,fy_declared,incident_type,incident_begin_date,incident_end_date
MN,DR,1965,Flood,1965-04-11T00:00:00Z,1965-04-11T00:00:00Z
MN,DR,1965,Flood,1965-04-11T00:00:00Z,1965-04-11T00:00:00Z
MN,DR,1965,Flood,1965-04-11T00:00:00Z,1965-04-11T00:00:00Z
MN,DR,1965,Flood,1965-04-11T00:00:00Z,1965-04-11T00:00:00Z
MN,DR,1965,Flood,1965-04-11T00:00:00Z,1965-04-11T00:00:00Z
MN,DR,1965,Flood,1965-04-11T00:00:00Z,1965-04-11T00:00:00Z
MN,DR,1965,Flood,1965-04-11T00:00:00Z,1965-04-11T00:00:00Z
MN,DR,1965,Flood,1965-04-11T00:00:00Z,1965-04-11T00:00:00Z
MN,DR,1965,Flood,1965-04-11T00:00:00Z,1965-04-11T00:00:00Z
MN,DR,1965,Flood,1965-04-11T00:00:00Z,1965-04-11T00:00:00Z
MN,DR,1965,Flood,1965-04-11T00:00:00Z,1965-04-11T00:00:00Z
MN,DR,1965,Flood,1965-04-11T00:00:00Z,1965-04-11T00:00:00Z
MN,DR,1965,Flood,1965-04-11T00:00:00Z,1965-04-11T00:00:00Z
MN,DR,1965,Flood,1965-04-11T00:00:00Z,1965-04-11T00:00:00Z
MN,DR,1965,Flood,1965-04-11T00:00:00Z,1965-04-11T00:00:00Z
MN,DR,1965,Flood,1965-04-11T00:00:00Z,1965-04-11T00:00:00Z
MN,DR,1965,Flood,1965-04-11T00:00:00Z,1965-04-11T00:00:00Z
MN,DR,1965,Flood,1965-04-11T00:00:00Z,1965-04-11T00:00:00Z
MN,DR,1965,Flood,1965-04-11T00:00:00Z,1965-04-11T00:00:00Z
MN,DR,1965,Flood,1965-04-11T00:00:00Z,1965-04-11T00:00:00Z
MN,DR,1965,Flood,1965-04-11T00:00:00Z,1965-04-11T00:00:00Z
MN,DR,1965,Flood,1965-04-11T00:00:00Z,1965-04-11T00:00:00Z
MN,DR,1965,Flood,1965-04-11T00:00:00Z,1965-04-11T00:00:00Z
MN,DR,1965,Flood,1965-04-11T00:00:00Z,1965-04-11T00:00:00Z
MN,DR,1965,Flood,1965-04-11T00:00:00Z,1965-04-11T00:00:00Z
MN,DR,1965,Flood,1965-04-11T00:00:00Z,1965-04-11T00:00:00Z
MN,DR,1965,Flood,1965-04-11T00:00:00Z,1965-04-11T00:00:00Z
MN,DR,1965,Flood,1965-04-11T00:00:00Z,1965-04-11T00:00:00Z
MN,DR,1965,Flood,1965-04-11T00:00:00Z,1965-04-11T00:00:00Z
MN,DR,1965,Flood,1965-04-11T00:00:00Z,1965-04-11T00:00:00Z
MN,DR,1965,Flood,1965-04-11T00:00:00Z,1965-04-11T00:00:00Z
MN,DR,1965,Flood,1965-04-11T00:00:00Z,1965-04-11T00:00:00Z
MN,DR,1965,Flood,1965-04-11T00:00:00Z,1965-04-11T00:00:00Z
MN,DR,1965,Flood,1965-04-11T00:00:00Z,1965-04-11T00:00:00Z
MN,DR,1965,Flood,1965-04-11T00:00:00Z,1965-04-11T00:00:00Z
MN,DR,1965,Flood,1965-04-11T00:00:00Z,1965-04-11T00:00:00Z
MN,DR,1965,Flood,1965-04-11T00:00:00Z,1965-04-11T00:00:00Z
MN,DR,1965,Flood,1965-04-11T00:00:00Z,1965-04-11T00:00:00Z
MN,DR,1965,Flood,1965-04-11T00:00:00Z,1965-04-11T00:00:00Z
MN,DR,1965,Flood,1965-04-11T00:00:00Z,1965-04-11T00:00:00Z
MN,DR,1965,Flood,1965-04-11T00:00:00Z,1965-04-11T00:00:00Z
MN,DR,1965,Flood,1965-04-11T00:00:00Z,1965-04-11T00:00:00Z
MN,DR,1965,Flood,1965-04-11T00:00:00Z,1965-04-11T00:00:00Z
MN,DR,1965,Flood,1965-04-11T00:00:00Z,1965-04-11T00:00:00Z
OH,DR,1965,Tornado,1965-04-14T00:00:00Z,1965-04-14T00:00:00Z
OH,DR,1965,Tornado,1965-04-14T00:00:00Z,1965-04-14T00:00:00Z
OH,DR,1965,Tornado,1965-04-14T00:00:00Z,1965-04-14T00:00:00Z
OH,DR,1965,Tornado,1965-04-14T00:00:00Z,1965-04-14T00:00:00Z
OH,DR,1965,Tornado,1965-04-14T00:00:00Z,1965-04-14T00:00:00Z
OH,DR,1965,Tornado,1965-04-14T00:00:00Z,1965-04-14T00:00:00Z
OH,DR,1965,Tornado,1965-04-14T00:00:00Z,1965-04-14T00:00:00Z
OH,DR,1965,Tornado,1965-04-14T00:00:00Z,1965-04-14T00:00:00Z
OH,DR,1965,Tornado,1965-04-14T00:00:00Z,1965-04-14T00:00:00Z
OH,DR,1965,Tornado,1965-04-14T00:00:00Z,1965-04-14T00:00:00Z
OH,DR,1965,Tornado,1965-04-14T00:00:00Z,1965-04-14T00:00:00Z
OH,DR,1965,Tornado,1965-04-14T00:00:00Z,1965-04-14T00:00:00Z
OH,DR,1965,Tornado,1965-04-14T00:00:00Z,1965-04-14T00:00:00Z
OH,DR,1965,Tornado,1965-04-14T00:00:00Z,1965-04-14T00:00:00Z
OH,DR,1965,Tornado,1965-04-14T00:00:00Z,1965-04-14T00:00:00Z
MI,DR,1965,Tornado,1965-04-14T00:00:00Z,1965-04-14T00:00:00Z
MI,DR,1965,Tornado,1965-04-14T00:00:00Z,1965-04-14T00:00:00Z
MI,DR,1965,Tornado,1965-04-14T00:00:00Z,1965-04-14T00:00:00Z
MI,DR,1965,Tornado,1965-04-14T00:00:00Z,1965-04-14T00:00:00Z
MI,DR,1965,Tornado,1965-04-14T00:00:00Z,1965-04-14T00:00:00Z
MI,DR,1965,Tornado,1965-04-14T00:00:00Z,1965-04-14T00:00:00Z
MI,DR,1965,Tornado,1965-04-14T00:00:00Z,1965-04-14T00:00:00Z
MI,DR,1965,Tornado,1965-04-14T00:00:00Z,1965-04-14T00:00:00Z
MI,DR,1965,Tornado,1965-04-14T00:00:00Z,1965-04-14T00:00:00Z
MI,DR,1965,Tornado,1965-04-14T00:00:00Z,1965-04-14T00:00:00Z
MI,DR,1965,Tornado,1965-04-14T00:00:00Z,1965-04-14T00:00:00Z
MI,DR,1965,Tornado,1965-04-14T00:00:00Z,1965-04-14T00:00:00Z
MI,DR,1965,Tornado,1965-04-14T00:00:00Z,1965-04-14T00:00:00Z
MI,DR,1965,Tornado,1965-04-14T00:00:00Z,1965-04-14T00:00:00Z
MI,DR,1965,Tornado,1965-04-14T00:00:00Z,1965-04-14T00:00:00Z
MI,DR,1965,Tornado,1965-04-14T00:00:00Z,1965-04-14T00:00:00Z
IN,DR,1965,Tornado,1965-04-14T00:00:00Z,1965-04-14T00:00:00Z
IN,DR,1965,Tornado,1965-04-14T00:00:00Z,1965-04-14T00:00:00Z
IN,DR,1965,Tornado,1965-04-14T00:00:00Z,1965-04-14T00:00:00Z
IN,DR,1965,Tornado,1965-04-14T00:00:00Z,1965-04-14T00:00:00Z
IN,DR,1965,Tornado,1965-04-14T00:00:00Z,1965-04-14T00:00:00Z
IN,DR,1965,Tornado,1965-04-14T00:00:00Z,1965-04-14T00:00:00Z
IN,DR,1965,Tornado,1965-04-14T00:00:00Z,1965-04-14T00:00:00Z
IN,DR,1965,Tornado,1965-04-14T00:00:00Z,1965-04-14T00:00:00Z
IN,DR,1965,Tornado,1965-04-14T00:00:00Z,1965-04-14T00:00:00Z
IN,DR,1965,Tornado,1965-04-14T00:00:00Z,1965-04-14T00:00:00Z
IN,DR,1965,Tornado,1965-04-14T00:00:00Z,1965-04-14T00:00:00Z
IN,DR,1965,Tornado,1965-04-14T00:00:00Z,1965-04-14T00:00:00Z
IN,DR,1965,Tornado,1965-04-14T00:00:00Z,1965-04-14T00:00:00Z
IN,DR,1965,Tornado,1965-04-14T00:00:00Z,1965-04-14T00:00:00Z
IN,DR,1965,Tornado,1965-04-14T00:00:00Z,1965-04-14T00:00:00Z
IN,DR,1965,Tornado,1965-04-14T00:00:00Z,1965-04-14T00:00:00Z
IN,DR,1965,Tornado,1965-04-14T00:00:00Z,1965-04-14T00:00:00Z
WI,DR,1965,Tornado,1965-04-21T00:00:00Z,1965-04-21T00:00:00Z
WI,DR,1965,Tornado,1965-04-21T00:00:00Z,1965-04-21T00:00:00Z
WI,DR,1965,Tornado,1965-04-21T00:00:00Z,1965-04-21T00:00:00Z
WI,DR,1965,Tornado,1965-04-21T00:00:00Z,1965-04-21T00:00:00Z
WI,DR,1965,Tornado,1965-04-21T00:00:00Z,1965-04-21T00:00:00Z
WI,DR,1965,Tornado,1965-04-21T00:00:00Z,1965-04-21T00:00:00Z
WI,DR,1965,Tornado,1965-04-21T00:00:00Z,1965-04-21T00:00:00Z
WI,DR,1965,Tornado,1965-04-21T00:00:00Z,1965-04-21T00:00:00Z
WI,DR,1965,Tornado,1965-04-21T00:00:00Z,1965-04-21T00:00:00Z
WI,DR,1965,Tornado,1965-04-21T00:00:00Z,1965-04-21T00:00:00Z
WI,DR,1965,Tornado,1965-04-21T00:00:00Z,1965-04-21T00:00:00Z
WI,DR,1965,Tornado,1965-04-21T00:00:00Z,1965-04-21T00:00:00Z
WI,DR,1965,Tornado,1965-04-21T00:00:00Z,1965-04-21T00:00:00Z
WI,DR,1965,Tornado,1965-04-21T00:00:00Z,1965-04-21T00:00:00Z
WI,DR,1965,Tornado,1965-04-21T00:00:00Z,1965-04-21T00:00:00Z
WI,DR,1965,Tornado,1965-04-21T00:00:00Z,1965-04-21T00:00:00Z
WI,DR,1965,Tornado,1965-04-21T00:00:00Z,1965-04-21T00:00:00Z
WI,DR,1965,Tornado,1965-04-21T00:00:00Z,1965-04-21T00:00:00Z
WI,DR,1965,Tornado,1965-04-21T00:00:00Z,1965-04-21T00:00:00Z
WI,DR,1965,Tornado,1965-04-21T00:00:00Z,1965-04-21T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IA,DR,1965,Flood,1965-04-22T00:00:00Z,1965-04-22T00:00:00Z
IL,DR,1965,Tornado,1965-04-25T00:00:00Z,1965-04-25T00:00:00Z
IL,DR,1965,Tornado,1965-04-25T00:00:00Z,1965-04-25T00:00:00Z
IL,DR,1965,Tornado,1965-04-25T00:00:00Z,1965-04-25T00:00:00Z
IL,DR,1965,Tornado,1965-04-25T00:00:00Z,1965-04-25T00:00:00Z
IL,DR,1965,Tornado,1965-04-25T00:00:00Z,1965-04-25T00:00:00Z
IL,DR,1965,Tornado,1965-04-25T00:00:00Z,1965-04-25T00:00:00Z
IL,DR,1965,Tornado,1965-04-25T00:00:00Z,1965-04-25T00:00:00Z
IL,DR,1965,Tornado,1965-04-25T00:00:00Z,1965-04-25T00:00:00Z
IL,DR,1965,Tornado,1965-04-25T00:00:00Z,1965-04-25T00:00:00Z
IL,DR,1965,Tornado,1965-04-25T00:00:00Z,1965-04-25T00:00:00Z
ND,DR,1965,Flood,1965-05-10T00:00:00Z,1965-05-10T00:00:00Z
ND,DR,1965,Flood,1965-05-10T00:00:00Z,1965-05-10T00:00:00Z
ND,DR,1965,Flood,1965-05-10T00:00:00Z,1965-05-10T00:00:00Z
ND,DR,1965,Flood,1965-05-10T00:00:00Z,1965-05-10T00:00:00Z
ND,DR,1965,Flood,1965-05-10T00:00:00Z,1965-05-10T00:00:00Z
ND,DR,1965,Flood,1965-05-10T00:00:00Z,1965-05-10T00:00:00Z
ND,DR,1965,Flood,1965-05-10T00:00:00Z,1965-05-10T00:00:00Z
ND,DR,1965,Flood,1965-05-10T00:00:00Z,1965-05-10T00:00:00Z
ND,DR,1965,Flood,1965-05-10T00:00:00Z,1965-05-10T00:00:00Z
ND,DR,1965,Flood,1965-05-10T00:00:00Z,1965-05-10T00:00:00Z
WA,DR,1965,Earthquake,1965-05-11T00:00:00Z,1965-05-11T00:00:00Z
WA,DR,1965,Earthquake,1965-05-11T00:00:00Z,1965-05-11T00:00:00Z
WA,DR,1965,Earthquake,1965-05-11T00:00:00Z,1965-05-11T00:00:00Z
WA,DR,1965,Earthquake,1965-05-11T00:00:00Z,1965-05-11T00:00:00Z
WA,DR,1965,Earthquake,1965-05-11T00:00:00Z,1965-05-11T00:00:00Z
WA,DR,1965,Earthquake,1965-05-11T00:00:00Z,1965-05-11T00:00:00Z
SD,DR,1965,Flood,1965-05-26T00:00:00Z,1965-05-26T00:00:00Z
SD,DR,1965,Flood,1965-05-26T00:00:00Z,1965-05-26T00:00:00Z
SD,DR,1965,Flood,1965-05-26T00:00:00Z,1965-05-26T00:00:00Z
SD,DR,1965,Flood,1965-05-26T00:00:00Z,1965-05-26T00:00:00Z
MO,DR,1965,Severe Storm,1965-06-14T00:00:00Z,1965-06-14T00:00:00Z
MO,DR,1965,Severe Storm,1965-06-14T00:00:00Z,1965-06-14T00:00:00Z
MO,DR,1965,Severe Storm,1965-06-14T00:00:00Z,1965-06-14T00:00:00Z
MO,DR,1965,Severe Storm,1965-06-14T00:00:00Z,1965-06-14T00:00:00Z
MO,DR,1965,Severe Storm,1965-06-14T00:00:00Z,1965-06-14T00:00:00Z
MO,DR,1965,Severe Storm,1965-06-14T00:00:00Z,1965-06-14T00:00:00Z
CO,DR,1965,Tornado,1965-06-19T00:00:00Z,1965-06-19T00:00:00Z
CO,DR,1965,Tornado,1965-06-19T00:00:00Z,1965-06-19T00:00:00Z
CO,DR,1965,Tornado,1965-06-19T00:00:00Z,1965-06-19T00:00:00Z
CO,DR,1965,Tornado,1965-06-19T00:00:00Z,1965-06-19T00:00:00Z
CO,DR,1965,Tornado,1965-06-19T00:00:00Z,1965-06-19T00:00:00Z
CO,DR,1965,Tornado,1965-06-19T00:00:00Z,1965-06-19T00:00:00Z
CO,DR,1965,Tornado,1965-06-19T00:00:00Z,1965-06-19T00:00:00Z
CO,DR,1965,Tornado,1965-06-19T00:00:00Z,1965-06-19T00:00:00Z
CO,DR,1965,Tornado,1965-06-19T00:00:00Z,1965-06-19T00:00:00Z
CO,DR,1965,Tornado,1965-06-19T00:00:00Z,1965-06-19T00:00:00Z
CO,DR,1965,Tornado,1965-06-19T00:00:00Z,1965-06-19T00:00:00Z
CO,DR,1965,Tornado,1965-06-19T00:00:00Z,1965-06-19T00:00:00Z
CO,DR,1965,Tornado,1965-06-19T00:00:00Z,1965-06-19T00:00:00Z
CO,DR,1965,Tornado,1965-06-19T00:00:00Z,1965-06-19T00:00:00Z
CO,DR,1965,Tornado,1965-06-19T00:00:00Z,1965-06-19T00:00:00Z
CO,DR,1965,Tornado,1965-06-19T00:00:00Z,1965-06-19T00:00:00Z
CO,DR,1965,Tornado,1965-06-19T00:00:00Z,1965-06-19T00:00:00Z
CO,DR,1965,Tornado,1965-06-19T00:00:00Z,1965-06-19T00:00:00Z
CO,DR,1965,Tornado,1965-06-19T00:00:00Z,1965-06-19T00:00:00Z
CO,DR,1965,Tornado,1965-06-19T00:00:00Z,1965-06-19T00:00:00Z
CO,DR,1965,Tornado,1965-06-19T00:00:00Z,1965-06-19T00:00:00Z
CO,DR,1965,Tornado,1965-06-19T00:00:00Z,1965-06-19T00:00:00Z
CO,DR,1965,Tornado,1965-06-19T00:00:00Z,1965-06-19T00:00:00Z
CO,DR,1965,Tornado,1965-06-19T00:00:00Z,1965-06-19T00:00:00Z
CO,DR,1965,Tornado,1965-06-19T00:00:00Z,1965-06-19T00:00:00Z
CO,DR,1965,Tornado,1965-06-19T00:00:00Z,1965-06-19T00:00:00Z
CO,DR,1965,Tornado,1965-06-19T00:00:00Z,1965-06-19T00:00:00Z
TX,DR,1965,Tornado,1965-06-19T00:00:00Z,1965-06-19T00:00:00Z
TX,DR,1965,Tornado,1965-06-19T00:00:00Z,1965-06-19T00:00:00Z
TX,DR,1965,Tornado,1965-06-19T00:00:00Z,1965-06-19T00:00:00Z
TX,DR,1965,Tornado,1965-06-19T00:00:00Z,1965-06-19T00:00:00Z
TX,DR,1965,Tornado,1965-06-19T00:00:00Z,1965-06-19T00:00:00Z
TX,DR,1965,Tornado,1965-06-19T00:00:00Z,1965-06-19T00:00:00Z
TX,DR,1965,Tornado,1965-06-19T00:00:00Z,1965-06-19T00:00:00Z
KS,DR,1965,Flood,1965-06-23T00:00:00Z,1965-06-23T00:00:00Z
KS,DR,1965,Flood,1965-06-23T00:00:00Z,1965-06-23T00:00:00Z
KS,DR,1965,Flood,1965-06-23T00:00:00Z,1965-06-23T00:00:00Z
KS,DR,1965,Flood,1965-06-23T00:00:00Z,1965-06-23T00:00:00Z
KS,DR,1965,Flood,1965-06-23T00:00:00Z,1965-06-23T00:00:00Z
KS,DR,1965,Flood,1965-06-23T00:00:00Z,1965-06-23T00:00:00Z
KS,DR,1965,Flood,1965-06-23T00:00:00Z,1965-06-23T00:00:00Z
KS,DR,1965,Flood,1965-06-23T00:00:00Z,1965-06-23T00:00:00Z
KS,DR,1965,Flood,1965-06-23T00:00:00Z,1965-06-23T00:00:00Z
KS,DR,1965,Flood,1965-06-23T00:00:00Z,1965-06-23T00:00:00Z
KS,DR,1965,Flood,1965-06-23T00:00:00Z,1965-06-23T00:00:00Z
KS,DR,1965,Flood,1965-06-23T00:00:00Z,1965-06-23T00:00:00Z
KS,DR,1965,Flood,1965-06-23T00:00:00Z,1965-06-23T00:00:00Z
KS,DR,1965,Flood,1965-06-23T00:00:00Z,1965-06-23T00:00:00Z
KS,DR,1965,Flood,1965-06-23T00:00:00Z,1965-06-23T00:00:00Z
KS,DR,1965,Flood,1965-06-23T00:00:00Z,1965-06-23T00:00:00Z
KS,DR,1965,Flood,1965-06-23T00:00:00Z,1965-06-23T00:00:00Z
KS,DR,1965,Flood,1965-06-23T00:00:00Z,1965-06-23T00:00:00Z
KS,DR,1965,Flood,1965-06-23T00:00:00Z,1965-06-23T00:00:00Z
KS,DR,1965,Flood,1965-06-23T00:00:00Z,1965-06-23T00:00:00Z
KS,DR,1965,Flood,1965-06-23T00:00:00Z,1965-06-23T00:00:00Z
NM,DR,1965,Flood,1965-07-01T00:00:00Z,1965-07-01T00:00:00Z
NM,DR,1965,Flood,1965-07-01T00:00:00Z,1965-07-01T00:00:00Z
NM,DR,1965,Flood,1965-07-01T00:00:00Z,1965-07-01T00:00:00Z
NM,DR,1965,Flood,1965-07-01T00:00:00Z,1965-07-01T00:00:00Z
MO,DR,1965,Flood,1965-07-27T00:00:00Z,1965-07-27T00:00:00Z
MO,DR,1965,Flood,1965-07-27T00:00:00Z,1965-07-27T00:00:00Z
MO,DR,1965,Flood,1965-07-27T00:00:00Z,1965-07-27T00:00:00Z
MO,DR,1965,Flood,1965-07-27T00:00:00Z,1965-07-27T00:00:00Z
MO,DR,1965,Flood,1965-07-27T00:00:00Z,1965-07-27T00:00:00Z
MO,DR,1965,Flood,1965-07-27T00:00:00Z,1965-07-27T00:00:00Z
MO,DR,1965,Flood,1965-07-27T00:00:00Z,1965-07-27T00:00:00Z
MO,DR,1965,Flood,1965-07-27T00:00:00Z,1965-07-27T00:00:00Z
MO,DR,1965,Flood,1965-07-27T00:00:00Z,1965-07-27T00:00:00Z
MO,DR,1965,Flood,1965-07-27T00:00:00Z,1965-07-27T00:00:00Z
MO,DR,1965,Flood,1965-07-27T00:00:00Z,1965-07-27T00:00:00Z
MO,DR,1965,Flood,1965-07-27T00:00:00Z,1965-07-27T00:00:00Z
MO,DR,1965,Flood,1965-07-27T00:00:00Z,1965-07-27T00:00:00Z
MO,DR,1965,Flood,1965-07-27T00:00:00Z,1965-07-27T00:00:00Z
MO,DR,1965,Flood,1965-07-27T00:00:00Z,1965-07-27T00:00:00Z
MO,DR,1965,Flood,1965-07-27T00:00:00Z,1965-07-27T00:00:00Z
MO,DR,1965,Flood,1965-07-27T00:00:00Z,1965-07-27T00:00:00Z
MO,DR,1965,Flood,1965-07-27T00:00:00Z,1965-07-27T00:00:00Z
DE,DR,1965,Drought,1965-08-18T00:00:00Z,1965-08-18T00:00:00Z
DE,DR,1965,Drought,1965-08-18T00:00:00Z,1965-08-18T00:00:00Z
DE,DR,1965,Drought,1965-08-18T00:00:00Z,1965-08-18T00:00:00Z
PA,DR,1965,Drought,1965-08-18T00:00:00Z,1965-08-18T00:00:00Z
PA,DR,1965,Drought,1965-08-18T00:00:00Z,1965-08-18T00:00:00Z
PA,DR,1965,Drought,1965-08-18T00:00:00Z,1965-08-18T00:00:00Z
PA,DR,1965,Drought,1965-08-18T00:00:00Z,1965-08-18T00:00:00Z
PA,DR,1965,Drought,1965-08-18T00:00:00Z,1965-08-18T00:00:00Z
PA,DR,1965,Drought,1965-08-18T00:00:00Z,1965-08-18T00:00:00Z
PA,DR,1965,Drought,1965-08-18T00:00:00Z,1965-08-18T00:00:00Z
PA,DR,1965,Drought,1965-08-18T00:00:00Z,1965-08-18T00:00:00Z
PA,DR,1965,Drought,1965-08-18T00:00:00Z,1965-08-18T00:00:00Z
PA,DR,1965,Drought,1965-08-18T00:00:00Z,1965-08-18T00:00:00Z
PA,DR,1965,Drought,1965-08-18T00:00:00Z,1965-08-18T00:00:00Z
PA,DR,1965,Drought,1965-08-18T00:00:00Z,1965-08-18T00:00:00Z
PA,DR,1965,Drought,1965-08-18T00:00:00Z,1965-08-18T00:00:00Z
NJ,DR,1965,Drought,1965-08-18T00:00:00Z,1965-08-18T00:00:00Z
NJ,DR,1965,Drought,1965-08-18T00:00:00Z,1965-08-18T00:00:00Z
NJ,DR,1965,Drought,1965-08-18T00:00:00Z,1965-08-18T00:00:00Z
NJ,DR,1965,Drought,1965-08-18T00:00:00Z,1965-08-18T00:00:00Z
NJ,DR,1965,Drought,1965-08-18T00:00:00Z,1965-08-18T00:00:00Z
NJ,DR,1965,Drought,1965-08-18T00:00:00Z,1965-08-18T00:00:00Z
NJ,DR,1965,Drought,1965-08-18T00:00:00Z,1965-08-18T00:00:00Z
NJ,DR,1965,Drought,1965-08-18T00:00:00Z,1965-08-18T00:00:00Z
NJ,DR,1965,Drought,1965-08-18T00:00:00Z,1965-08-18T00:00:00Z
NJ,DR,1965,Drought,1965-08-18T00:00:00Z,1965-08-18T00:00:00Z
NJ,DR,1965,Drought,1965-08-18T00:00:00Z,1965-08-18T00:00:00Z
NJ,DR,1965,Drought,1965-08-18T00:00:00Z,1965-08-18T00:00:00Z
